0,00;0,000026;0,000026
0,55;0,000025;2,58511E-05
1,10;0,000024;2,56918E-05
1,64;0,000024;2,55433E-05
2,21;0,000024;2,53884E-05
2,75;0,000024;2,52437E-05
3,30;0,000024;2,5098E-05
3,88;0,000024;2,49462E-05
4,42;0,000024;2,48081E-05
5,00;0,000023;2,46081E-05
5,52;0,000024;2,45362E-05
6,08;0,000023;2,43357E-05
6,64;0,000023;2,41978E-05
7,17;0,000023;2,40701E-05
7,72;0,000023;2,39396E-05
8,25;0,000023;2,38164E-05
8,80;0,000022;2,35878E-05
9,33;0,000022;2,3464E-05
9,89;0,000022;2,33348E-05
10,44;0,000022;2,32106E-05
10,97;0,000022;2,30936E-05
11,52;0,000022;2,29704E-05
12,05;0,000022;2,28612E-05
12,60;0,000022;2,27422E-05
13,14;0,000021;2,24782E-05
13,71;0,000021;2,23617E-05
14,24;0,000021;2,22489E-05
14,77;0,000021;2,21379E-05
15,30;0,000021;2,20288E-05
15,85;0,000021;2,19262E-05
16,42;0,000021;2,18116E-05
16,99;0,000021;2,17039E-05
17,53;0,00002;2,14009E-05
18,07;0,00002;2,12948E-05
18,60;0,00002;2,11985E-05
19,14;0,00002;2,10962E-05
19,69;0,00002;2,09934E-05
20,27;0,00002;2,08916E-05
20,85;0,00002;2,07982E-05
21,36;0,00002;2,06975E-05
21,92;0,00002;2,06062E-05
22,50;0,00002;2,05061E-05
23,03;0,00002;2,04185E-05
23,58;0,000019;2,00737E-05
24,11;0,000019;1,99789E-05
24,66;0,000019;1,98886E-05
25,19;0,000019;1,98117E-05
25,74;0,000019;1,97248E-05
26,25;0,000019;1,96403E-05
26,80;0,000019;1,95565E-05
27,33;0,000019;1,94865E-05
27,86;0,000019;1,94021E-05
28,41;0,000018;1,90072E-05
28,94;0,000018;1,8931E-05
29,52;0,000018;1,88549E-05
30,05;0,000018;1,87732E-05
30,58;0,000018;1,87017E-05
31,11;0,000018;1,86227E-05
31,66;0,000018;1,85595E-05
32,24;0,000018;1,84828E-05
32,82;0,000018;1,83983E-05
33,38;0,000018;1,83287E-05
33,92;0,000017;1,78889E-05
34,46;0,000017;1,78135E-05
35,00;0,000017;1,77498E-05
35,53;0,000017;1,7679E-05
36,10;0,000017;1,76124E-05
36,67;0,000017;1,75475E-05
37,21;0,000017;1,74896E-05
37,75;0,000017;1,74223E-05
38,28;0,000017;1,73579E-05
38,83;0,000017;1,73023E-05
39,41;0,000017;1,72428E-05
39,96;0,000016;1,67394E-05
40,50;0,000016;1,66881E-05
41,03;0,000016;1,66279E-05
41,58;0,000016;1,65897E-05
42,16;0,000016;1,65108E-05
42,72;0,000016;1,64615E-05
