Data from HR4C34221__17__15-27-09-848.txt Node

Date: Wed Mar 11 15:27:09 MSK 2026
User: 123
Spectrometer: HR4C3422
Trigger mode: 4
Integration Time (sec): 3.000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
195.326	-72.54
195.597	-72.54
195.868	-72.54
196.139	-17.54
196.409	-1.54
196.68	8.46
196.951	5.46
197.221	0.46
197.492	5.46
197.762	3.46
198.033	13.46
198.304	2.46
198.574	2.46
198.845	-13.54
199.116	-3.54
199.386	-4.54
199.657	-8.54
199.927	-11.54
200.198	6.46
200.468	-2.54
200.739	-10.54
201.009	1.46
201.28	-9.54
201.551	4.46
201.821	-3.54
202.092	-6.54
202.362	2.46
202.633	-20.54
202.903	-0.54
203.174	3.46
203.444	-1.54
203.714	-0.54
203.985	-0.54
204.255	-10.54
204.526	26.46
204.796	-12.54
205.067	6.46
205.337	11.46
205.607	-3.54
205.878	28.46
206.148	4.46
206.419	-17.54
206.689	-12.54
206.959	2.46
207.23	-9.54
207.5	-4.54
207.77	-5.54
208.041	-12.54
208.311	4.46
208.581	9.46
208.852	6.46
209.122	1.46
209.392	-0.54
209.663	-6.54
209.933	-0.54
210.203	6.46
210.473	9.46
210.744	0.46
211.014	-7.54
211.284	-7.54
211.554	-9.54
211.825	-4.54
212.095	-8.54
212.365	0.46
212.635	5.46
212.905	1.46
213.176	7.46
213.446	14.46
213.716	-5.54
213.986	-7.54
214.256	-11.54
214.526	-1.54
214.797	0.46
215.067	-5.54
215.337	2.46
215.607	0.46
215.877	-10.54
216.147	-16.54
216.417	-6.54
216.687	-0.54
216.957	-4.54
217.227	-9.54
217.497	-16.54
217.767	-0.54
218.038	3.46
218.308	-3.54
218.578	-5.54
218.848	-16.54
219.118	4.46
219.388	9.46
219.658	-0.54
219.928	-5.54
220.198	-1.54
220.468	4.46
220.737	6.46
221.007	-9.54
221.277	3.46
221.547	0.46
221.817	3.46
222.087	-1.54
222.357	-11.54
222.627	-9.54
222.897	3.46
223.167	-1.54
223.437	-14.54
223.707	4.46
223.976	8.46
224.246	9.46
224.516	5.46
224.786	-4.54
225.056	-6.54
225.326	-5.54
225.595	-1.54
225.865	-7.54
226.135	-7.54
226.405	-5.54
226.675	-2.54
226.944	-7.54
227.214	-11.54
227.484	-3.54
227.754	2.46
228.023	-5.54
228.293	-6.54
228.563	2.46
228.833	-7.54
229.102	-7.54
229.372	-2.54
229.642	-2.54
229.911	-7.54
230.181	-1.54
230.451	13.46
230.72	-2.54
230.99	-0.54
231.26	-1.54
231.529	9.46
231.799	4.46
232.069	8.46
232.338	13.46
232.608	3.46
232.877	-3.54
233.147	-4.54
233.417	-9.54
233.686	5.46
233.956	6.46
234.225	5.46
234.495	-4.54
234.764	-6.54
235.034	-5.54
235.304	-10.54
235.573	18.46
235.843	7.46
236.112	-8.54
236.382	-14.54
236.651	2.46
236.921	1.46
237.19	6.46
237.46	1.46
237.729	-3.54
237.998	-5.54
238.268	1.46
238.537	3.46
238.807	-0.54
239.076	-12.54
239.346	-5.54
239.615	1.46
239.884	-5.54
240.154	-0.54
240.423	-1.54
240.693	0.46
240.962	11.46
241.231	7.46
241.501	-2.54
241.77	-8.54
242.039	5.46
242.309	-8.54
242.578	-7.54
242.847	4.46
243.116	6.46
243.386	3.46
243.655	-8.54
243.924	6.46
244.194	-1.54
244.463	2.46
244.732	-9.54
245.001	-5.54
245.271	23.46
245.54	-5.54
245.809	-5.54
246.078	-11.54
246.347	-17.54
246.617	0.46
246.886	7.46
247.155	-3.54
247.424	4.46
247.693	-0.54
247.963	-10.54
248.232	-0.54
248.501	-0.54
248.77	0.46
249.039	-0.54
249.308	15.46
249.577	-4.54
249.846	3.46
250.115	-8.54
250.385	-7.54
250.654	-3.54
250.923	3.46
251.192	1.46
251.461	-6.54
251.73	3.46
251.999	0.46
252.268	-5.54
252.537	9.46
252.806	0.46
253.075	-0.54
253.344	-8.54
253.613	8.46
253.882	-3.54
254.151	4.46
254.42	-8.54
254.689	-0.54
254.958	-3.54
255.227	5.46
255.496	-1.54
255.765	0.46
256.033	-5.54
256.302	-5.54
256.571	1.46
256.84	11.46
257.109	-2.54
257.378	-9.54
257.647	2.46
257.916	-1.54
258.184	-2.54
258.453	-11.54
258.722	-8.54
258.991	-8.54
259.26	-3.54
259.529	-2.54
259.797	5.46
260.066	-8.54
260.335	3.46
260.604	-12.54
260.873	-9.54
261.141	-2.54
261.41	-11.54
261.679	10.46
261.948	-3.54
262.216	-7.54
262.485	9.46
262.754	3.46
263.022	-5.54
263.291	6.46
263.56	-6.54
263.829	4.46
264.097	-1.54
264.366	-2.54
264.635	2.46
264.903	-4.54
265.172	-8.54
265.44	-7.54
265.709	-11.54
265.978	-2.54
266.246	-0.54
266.515	2.46
266.784	-2.54
267.052	10.46
267.321	-11.54
267.589	27.46
267.858	-0.54
268.126	-17.54
268.395	8.46
268.663	-3.54
268.932	2.46
269.201	-9.54
269.469	4.46
269.738	-3.54
270.006	-0.54
270.275	6.46
270.543	-0.54
270.811	0.46
271.08	-4.54
271.348	-0.54
271.617	-5.54
271.885	-11.54
272.154	8.46
272.422	-14.54
272.691	4.46
272.959	12.46
273.227	-6.54
273.496	5.46
273.764	-1.54
274.033	3.46
274.301	5.46
274.569	4.46
274.838	5.46
275.106	-5.54
275.374	3.46
275.643	7.46
275.911	7.46
276.179	5.46
276.448	8.46
276.716	12.46
276.984	-1.54
277.252	-1.54
277.521	-1.54
277.789	-13.54
278.057	-9.54
278.325	-2.54
278.594	-2.54
278.862	-0.54
279.13	-11.54
279.398	6.46
279.667	6.46
279.935	14.46
280.203	-0.54
280.471	16.46
280.739	8.46
281.008	-7.54
281.276	5.46
281.544	-10.54
281.812	-1.54
282.08	-9.54
282.348	2.46
282.616	-5.54
282.884	-2.54
283.153	-15.54
283.421	-0.54
283.689	4.46
283.957	-3.54
284.225	3.46
284.493	-1.54
284.761	7.46
285.029	3.46
285.297	-0.54
285.565	1.46
285.833	-6.54
286.101	0.46
286.369	1.46
286.637	-0.54
286.905	9.46
287.173	9.46
287.441	3.46
287.709	0.46
287.977	-3.54
288.245	-7.54
288.513	0.46
288.781	-15.54
289.049	9.46
289.317	2.46
289.585	-8.54
289.853	-1.54
290.12	2.46
290.388	-10.54
290.656	4.46
290.924	-14.54
291.192	-13.54
291.46	0.46
291.728	8.46
291.996	-10.54
292.263	-4.54
292.531	-8.54
292.799	-4.54
293.067	-1.54
293.335	8.46
293.602	2.46
293.87	6.46
294.138	-1.54
294.406	-1.54
294.673	0.46
294.941	-7.54
295.209	11.46
295.477	9.46
295.744	3.46
296.012	1.46
296.28	-7.54
296.548	-10.54
296.815	-9.54
297.083	-12.54
297.351	-7.54
297.618	-7.54
297.886	-3.54
298.154	-3.54
298.421	-0.54
298.689	-0.54
298.956	-10.54
299.224	6.46
299.492	2.46
299.759	3.46
300.027	0.46
300.294	-8.54
300.562	-13.54
300.83	-3.54
301.097	-5.54
301.365	-3.54
301.632	0.46
301.9	10.46
302.167	-1.54
302.435	-0.54
302.702	16.46
302.97	8.46
303.237	7.46
303.505	3.46
303.772	14.46
304.04	-5.54
304.307	-4.54
304.575	0.46
304.842	-1.54
305.11	6.46
305.377	2.46
305.645	-7.54
305.912	-3.54
306.179	3.46
306.447	-3.54
306.714	0.46
306.982	1.46
307.249	2.46
307.516	4.46
307.784	6.46
308.051	5.46
308.318	7.46
308.586	-6.54
308.853	5.46
309.12	5.46
309.388	-0.54
309.655	-0.54
309.922	-17.54
310.19	-17.54
310.457	-5.54
310.724	-17.54
310.991	-1.54
311.259	2.46
311.526	-5.54
311.793	-15.54
312.06	6.46
312.328	11.46
312.595	-4.54
312.862	-5.54
313.129	16.46
313.396	6.46
313.664	2.46
313.931	-0.54
314.198	5.46
