Data from HR4C34221__14__15-23-16-956.txt Node

Date: Wed Mar 11 15:23:16 MSK 2026
User: 123
Spectrometer: HR4C3422
Trigger mode: 4
Integration Time (sec): 3.000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
195.326	-55.77
195.597	-55.77
195.868	-55.77
196.139	-21.77
196.409	-13.77
196.68	-1.77
196.951	-3.77
197.221	-3.77
197.492	-3.77
197.762	2.23
198.033	6.23
198.304	11.23
198.574	7.23
198.845	-1.77
199.116	1.23
199.386	-7.77
199.657	-10.77
199.927	5.23
200.198	10.23
200.468	9.23
200.739	3.23
201.009	-2.77
201.28	-10.77
201.551	-1.77
201.821	-10.77
202.092	-5.77
202.362	2.23
202.633	-9.77
202.903	-2.77
203.174	2.23
203.444	9.23
203.714	-5.77
203.985	5.23
204.255	-5.77
204.526	29.23
204.796	7.23
205.067	-0.77
205.337	3.23
205.607	-9.77
205.878	29.23
206.148	13.23
206.419	2.23
206.689	3.23
206.959	-0.77
207.23	-5.77
207.5	1.23
207.77	12.23
208.041	2.23
208.311	8.23
208.581	5.23
208.852	6.23
209.122	4.23
209.392	2.23
209.663	6.23
209.933	9.23
210.203	4.23
210.473	-4.77
210.744	-22.77
211.014	10.23
211.284	4.23
211.554	0.23
211.825	8.23
212.095	1.23
212.365	-5.77
212.635	-5.77
212.905	7.23
213.176	4.23
213.446	15.23
213.716	5.23
213.986	2.23
214.256	-1.77
214.526	0.23
214.797	1.23
215.067	8.23
215.337	-0.77
215.607	-2.77
215.877	6.23
216.147	-9.77
216.417	-1.77
216.687	-9.77
216.957	-5.77
217.227	3.23
217.497	8.23
217.767	4.23
218.038	12.23
218.308	-2.77
218.578	10.23
218.848	-1.77
219.118	-4.77
219.388	9.23
219.658	-4.77
219.928	7.23
220.198	2.23
220.468	14.23
220.737	8.23
221.007	11.23
221.277	-1.77
221.547	-1.77
221.817	3.23
222.087	-4.77
222.357	0.23
222.627	-6.77
222.897	9.23
223.167	-3.77
223.437	-0.77
223.707	16.23
223.976	10.23
224.246	4.23
224.516	-7.77
224.786	-6.77
225.056	14.23
225.326	3.23
225.595	-2.77
225.865	9.23
226.135	-3.77
226.405	10.23
226.675	7.23
226.944	-2.77
227.214	2.23
227.484	-14.77
227.754	-5.77
228.023	-9.77
228.293	-6.77
228.563	6.23
228.833	-4.77
229.102	2.23
229.372	18.23
229.642	2.23
229.911	-9.77
230.181	-13.77
230.451	0.23
230.72	-1.77
230.99	7.23
231.26	-0.77
231.529	12.23
231.799	10.23
232.069	3.23
232.338	4.23
232.608	6.23
232.877	-5.77
233.147	-12.77
233.417	7.23
233.686	5.23
233.956	6.23
234.225	-1.77
234.495	-4.77
234.764	3.23
235.034	0.23
235.304	-0.77
235.573	46.23
235.843	3.23
236.112	10.23
236.382	0.23
236.651	2.23
236.921	9.23
237.19	-3.77
237.46	-3.77
237.729	0.23
237.998	-7.77
238.268	0.23
238.537	19.23
238.807	-0.77
239.076	6.23
239.346	7.23
239.615	-2.77
239.884	2.23
240.154	8.23
240.423	-1.77
240.693	-2.77
240.962	7.23
241.231	8.23
241.501	-0.77
241.77	-1.77
242.039	4.23
242.309	8.23
242.578	1.23
242.847	-9.77
243.116	2.23
243.386	-1.77
243.655	2.23
243.924	-1.77
244.194	-1.77
244.463	10.23
244.732	4.23
245.001	11.23
245.271	26.23
245.54	-0.77
245.809	3.23
246.078	1.23
246.347	26.23
246.617	14.23
246.886	-3.77
247.155	-2.77
247.424	-2.77
247.693	5.23
247.963	1.23
248.232	-0.77
248.501	-4.77
248.77	8.23
249.039	5.23
249.308	-3.77
249.577	2.23
249.846	-4.77
250.115	-13.77
250.385	3.23
250.654	-4.77
250.923	0.23
251.192	6.23
251.461	7.23
251.73	8.23
251.999	7.23
252.268	-8.77
252.537	4.23
252.806	5.23
253.075	6.23
253.344	-1.77
253.613	5.23
253.882	1.23
254.151	-6.77
254.42	9.23
254.689	4.23
254.958	-6.77
255.227	-6.77
255.496	14.23
255.765	9.23
256.033	10.23
