  Measurement Number     Measurement type
               14981                DC IV

      Measurement ID             SeriesID
       740024.698994                    0

         MeasureMode                Bias1                Bias2
-1.2000e+00   7.6590e-11   -1.5668e+10
-1.1500e+00   7.9410e-11   -1.4482e+10
-1.1000e+00   8.1850e-11   -1.3439e+10
-1.0500e+00   5.3890e-11   -1.9484e+10
-1.0000e+00   6.8410e-11   -1.4618e+10
-9.5000e-01   7.1620e-11   -1.3264e+10
-9.0000e-01   8.7260e-11   -1.0314e+10
-8.5000e-01   5.8540e-11   -1.4520e+10
-8.0000e-01   6.6730e-11   -1.1989e+10
-7.5000e-01   6.2300e-11   -1.2039e+10
-7.0000e-01   6.7820e-11   -1.0321e+10
-6.5000e-01   8.2240e-11   -7.9037e+09
-6.0000e-01   8.8060e-11   -6.8135e+09
-5.5000e-01   1.0159e-10   -5.4139e+09
-5.0000e-01   8.7620e-11   -5.7065e+09
-4.5000e-01   8.7750e-11   -5.1282e+09
-4.0000e-01   8.5700e-11   -4.6674e+09
-3.5000e-01   7.6860e-11   -4.5537e+09
-3.0000e-01   8.9990e-11   -3.3337e+09
-2.5000e-01   8.5340e-11   -2.9295e+09
-2.0000e-01   7.9990e-11   -2.5003e+09
-1.5000e-01   4.4230e-10   -3.3914e+08
-1.0000e-01   1.8130e-10   -5.5157e+08
-5.0000e-02   9.0120e-11   -5.5482e+08
0.0000e+00   9.2300e-11   0.0000e+00
5.0000e-02   1.5986e-10   3.1277e+08
1.0000e-01   7.3220e-11   1.3657e+09
1.5000e-01   8.6140e-11   1.7414e+09
2.0000e-01   9.2250e-11   2.1680e+09
2.5000e-01   9.0040e-11   2.7765e+09
3.0000e-01   1.1368e-10   2.6390e+09
3.5000e-01   5.9380e-11   5.8942e+09
4.0000e-01   5.2960e-11   7.5529e+09
4.5000e-01   3.0020e-10   1.4990e+09
5.0000e-01   7.2230e-10   6.9223e+08
5.5000e-01   4.0720e-11   1.3507e+10
6.0000e-01   1.6024e-09   3.7444e+08
6.5000e-01   6.8820e-10   9.4449e+08
7.0000e-01   1.7501e-09   3.9998e+08
7.5000e-01   9.5440e-11   7.8583e+09
8.0000e-01   8.6100e-11   9.2915e+09
8.5000e-01   4.9050e-11   1.7329e+10
9.0000e-01   1.0561e-10   8.5219e+09
9.5000e-01   8.2000e-11   1.1585e+10
1.0000e+00   9.0830e-11   1.1010e+10
1.0500e+00   1.0777e-10   9.7430e+09
1.1000e+00   1.2430e-10   8.8496e+09
1.1500e+00   1.1018e-10   1.0437e+10
1.2000e+00   1.1601e-10   1.0344e+10
1.2500e+00   1.1347e-10   1.1016e+10
1.3000e+00   1.1249e-10   1.1557e+10
1.3500e+00   1.2557e-10   1.0751e+10
1.4000e+00   -3.8998e-10   -3.5899e+09
1.4500e+00   9.7210e-11   1.4916e+10
1.5000e+00   1.2953e-10   1.1580e+10
1.5500e+00   1.2021e-10   1.2894e+10
1.6000e+00   1.1149e-10   1.4351e+10
1.6500e+00   1.1924e-10   1.3838e+10
1.7000e+00   1.4007e-10   1.2137e+10
1.7500e+00   1.8257e-10   9.5854e+09
1.8000e+00   1.2342e-10   1.4584e+10
1.8500e+00   1.5821e-10   1.1693e+10
1.9000e+00   2.0141e-10   9.4335e+09
1.9500e+00   1.2020e-10   1.6223e+10
2.0000e+00   2.2078e-10   9.0588e+09
2.0500e+00   7.4470e-10   2.7528e+09
2.1000e+00   4.6656e-10   4.5010e+09
2.1500e+00   3.4207e-10   6.2853e+09
2.2000e+00   8.2230e-10   2.6754e+09
2.2500e+00   2.0700e-10   1.0870e+10
2.3000e+00   7.8830e-10   2.9177e+09
2.3500e+00   3.2988e-10   7.1238e+09
2.4000e+00   3.2457e-10   7.3944e+09
2.4500e+00   2.7436e-10   8.9299e+09
2.5000e+00   5.9615e-10   4.1936e+09
2.5500e+00   2.6185e-10   9.7384e+09
2.6000e+00   4.1845e-10   6.2134e+09
2.6500e+00   2.5278e-10   1.0483e+10
2.7000e+00   3.1279e-10   8.6320e+09
2.7500e+00   5.5945e-10   4.9155e+09
2.8000e+00   4.8685e-10   5.7513e+09
2.8500e+00   8.2200e-10   3.4672e+09
2.9000e+00   2.7372e-10   1.0595e+10
2.9500e+00   3.3570e-10   8.7876e+09
3.0000e+00   3.4075e-10   8.8041e+09
3.0500e+00   5.3980e-10   5.6502e+09
3.1000e+00   7.3428e-09   4.2218e+08
3.1500e+00   1.2396e-08   2.5412e+08
3.2000e+00   1.5207e-08   2.1043e+08
3.2500e+00   1.4940e-08   2.1754e+08
3.3000e+00   2.0492e-08   1.6104e+08
3.3500e+00   2.3768e-08   1.4095e+08
3.4000e+00   3.0127e-08   1.1286e+08
3.4500e+00   6.2802e-08   5.4935e+07
3.5000e+00   1.2576e-07   2.7831e+07
3.5500e+00   3.7243e-08   9.5319e+07
3.6000e+00   5.6770e-08   6.3413e+07
3.6500e+00   4.9424e-08   7.3850e+07
3.7000e+00   5.1781e-08   7.1455e+07
3.7500e+00   8.4762e-08   4.4241e+07
3.8000e+00   6.2182e-08   6.1111e+07
3.8500e+00   7.2937e-08   5.2785e+07
3.9000e+00   1.7420e-07   2.2388e+07
3.9500e+00   1.6210e-07   2.4368e+07
4.0000e+00   1.5044e-07   2.6589e+07
4.0000e+00   1.4488e-07   2.7609e+07
3.9500e+00   1.4046e-07   2.8122e+07
3.9000e+00   1.1278e-07   3.4581e+07
3.8500e+00   1.3410e-07   2.8710e+07
3.8000e+00   1.2196e-07   3.1158e+07
3.7500e+00   1.2238e-07   3.0642e+07
3.7000e+00   1.1956e-07   3.0947e+07
3.6500e+00   1.0882e-07   3.3542e+07
3.6000e+00   1.2038e-07   2.9905e+07
3.5500e+00   1.0342e-07   3.4326e+07
3.5000e+00   1.2060e-07   2.9022e+07
3.4500e+00   1.0442e-07   3.3039e+07
3.4000e+00   9.6860e-08   3.5102e+07
3.3500e+00   1.0127e-07   3.3081e+07
3.3000e+00   9.6527e-08   3.4187e+07
3.2500e+00   1.0095e-07   3.2195e+07
3.2000e+00   6.8830e-08   4.6492e+07
3.1500e+00   8.8140e-08   3.5739e+07
3.1000e+00   6.2674e-08   4.9462e+07
3.0500e+00   1.6915e-08   1.8032e+08
3.0000e+00   1.6326e-08   1.8376e+08
2.9500e+00   1.9628e-08   1.5030e+08
2.9000e+00   4.8106e-09   6.0284e+08
2.8500e+00   8.8836e-09   3.2082e+08
2.8000e+00   2.5968e-09   1.0783e+09
2.7500e+00   1.2115e-09   2.2699e+09
2.7000e+00   1.2492e-09   2.1614e+09
2.6500e+00   9.1004e-10   2.9120e+09
2.6000e+00   4.5666e-10   5.6935e+09
2.5500e+00   3.5485e-10   7.1861e+09
2.5000e+00   3.0274e-10   8.2579e+09
2.4500e+00   2.3397e-10   1.0471e+10
2.4000e+00   5.9660e-11   4.0228e+10
2.3500e+00   2.7730e-11   8.4746e+10
2.3000e+00   -2.5520e-11   -9.0125e+10
2.2500e+00   1.4360e-11   1.5669e+11
2.2000e+00   -7.7940e-11   -2.8227e+10
2.1500e+00   -3.5400e-11   -6.0734e+10
2.1000e+00   -1.0459e-10   -2.0078e+10
2.0500e+00   -6.4250e-11   -3.1907e+10
2.0000e+00   -7.9190e-11   -2.5256e+10
1.9500e+00   1.8787e-10   1.0380e+10
1.9000e+00   -8.7310e-11   -2.1762e+10
1.8500e+00   -8.6230e-11   -2.1454e+10
1.8000e+00   -8.7490e-11   -2.0574e+10
1.7500e+00   -9.5680e-11   -1.8290e+10
1.7000e+00   -4.5680e-11   -3.7215e+10
1.6500e+00   -2.8040e-11   -5.8845e+10
1.6000e+00   -9.8290e-11   -1.6278e+10
1.5500e+00   -9.7170e-11   -1.5951e+10
1.5000e+00   -1.6921e-10   -8.8647e+09
1.4500e+00   -9.9770e-11   -1.4533e+10
1.4000e+00   -1.1032e-10   -1.2690e+10
1.3500e+00   -1.0376e-10   -1.3011e+10
1.3000e+00   -9.7020e-11   -1.3399e+10
1.2500e+00   -1.2332e-10   -1.0136e+10
1.2000e+00   -1.2475e-10   -9.6192e+09
1.1500e+00   -1.2035e-10   -9.5555e+09
1.1000e+00   -1.1547e-10   -9.5263e+09
1.0500e+00   -1.1658e-10   -9.0067e+09
1.0000e+00   -1.2165e-10   -8.2203e+09
9.5000e-01   -1.1941e-10   -7.9558e+09
9.0000e-01   -1.2696e-10   -7.0888e+09
8.5000e-01   -1.1811e-10   -7.1967e+09
8.0000e-01   -1.2773e-10   -6.2632e+09
7.5000e-01   -1.3382e-10   -5.6045e+09
7.0000e-01   -1.3213e-10   -5.2978e+09
6.5000e-01   -1.2977e-10   -5.0089e+09
6.0000e-01   -1.1075e-10   -5.4176e+09
5.5000e-01   -1.0900e-10   -5.0459e+09
5.0000e-01   -1.5247e-10   -3.2793e+09
4.5000e-01   -1.4282e-10   -3.1508e+09
4.0000e-01   -1.6949e-10   -2.3600e+09
3.5000e-01   -1.2597e-10   -2.7784e+09
3.0000e-01   -1.1983e-10   -2.5035e+09
2.5000e-01   -1.2404e-10   -2.0155e+09
2.0000e-01   -1.3776e-10   -1.4518e+09
1.5000e-01   -1.2867e-10   -1.1658e+09
1.0000e-01   -1.3167e-10   -7.5947e+08
5.0000e-02   1.2409e-10   4.0293e+08
0.0000e+00   -8.7410e-11   -0.0000e+00
-5.0000e-02   4.7880e-11   -1.0443e+09
-1.0000e-01   -9.9180e-11   1.0083e+09
-1.5000e-01   -1.2907e-10   1.1622e+09
-2.0000e-01   -1.4164e-10   1.4120e+09
-2.5000e-01   -1.5776e-10   1.5847e+09
-3.0000e-01   -1.6230e-10   1.8484e+09
-3.5000e-01   -1.1573e-10   3.0243e+09
-4.0000e-01   -1.8861e-10   2.1208e+09
-4.5000e-01   -1.7307e-10   2.6001e+09
-5.0000e-01   -1.5676e-10   3.1896e+09
-5.5000e-01   -1.7141e-10   3.2087e+09
-6.0000e-01   -1.6935e-10   3.5430e+09
-6.5000e-01   -1.7482e-10   3.7181e+09
-7.0000e-01   -1.9161e-10   3.6533e+09
-7.5000e-01   -2.4163e-10   3.1039e+09
-8.0000e-01   -1.1543e-10   6.9306e+09
-8.5000e-01   -1.5006e-10   5.6644e+09
-9.0000e-01   -2.0554e-10   4.3787e+09
-9.5000e-01   -1.5656e-10   6.0680e+09
-1.0000e+00   -1.1608e-10   8.6147e+09
-1.0500e+00   -1.5274e-10   6.8744e+09
-1.1000e+00   -1.5579e-10   7.0608e+09
-1.1500e+00   -1.9149e-10   6.0055e+09
-1.2000e+00   -1.8358e-10   6.5367e+09
-1.2500e+00   -9.9400e-11   1.2575e+10
-1.3000e+00   -1.4909e-10   8.7196e+09
-1.3500e+00   -1.3334e-10   1.0124e+10
-1.4000e+00   -1.1763e-10   1.1902e+10
-1.4500e+00   -7.1640e-11   2.0240e+10
-1.5000e+00   -1.3674e-10   1.0970e+10
-1.5500e+00   -1.7764e-10   8.7255e+09
-1.6000e+00   -1.0074e-10   1.5882e+10
-1.6500e+00   -8.7320e-11   1.8896e+10
-1.7000e+00   -1.6125e-10   1.0543e+10
-1.7500e+00   -2.2943e-10   7.6276e+09
-1.8000e+00   -1.7563e-10   1.0249e+10
-1.8500e+00   -1.4800e-10   1.2500e+10
-1.9000e+00   -2.6177e-10   7.2583e+09
-1.9500e+00   -1.9158e-10   1.0179e+10
-2.0000e+00   -1.6858e-10   1.1864e+10
-2.0500e+00   -1.8935e-10   1.0827e+10
-2.1000e+00   -2.2824e-10   9.2008e+09
-2.1500e+00   -1.9835e-10   1.0839e+10
-2.2000e+00   -2.3014e-10   9.5594e+09
-2.2500e+00   -2.1889e-10   1.0279e+10
-2.3000e+00   -2.3822e-10   9.6549e+09
-2.3500e+00   -2.3268e-10   1.0100e+10
-2.4000e+00   -2.2458e-10   1.0687e+10
-2.4500e+00   -2.4124e-10   1.0156e+10
-2.5000e+00   -2.4066e-10   1.0388e+10
-2.5500e+00   -2.4502e-10   1.0407e+10
-2.6000e+00   -2.7259e-10   9.5381e+09
-2.6500e+00   -2.5858e-10   1.0248e+10
-2.7000e+00   -2.8495e-10   9.4753e+09
-2.7500e+00   -2.4180e-10   1.1373e+10
-2.8000e+00   -2.5388e-10   1.1029e+10
-2.8500e+00   -2.3237e-10   1.2265e+10
-2.9000e+00   -2.5563e-10   1.1345e+10
-2.9500e+00   -2.9690e-10   9.9360e+09
-3.0000e+00   -3.8469e-10   7.7985e+09
-3.0500e+00   -3.3835e-10   9.0143e+09
-3.1000e+00   -2.8266e-10   1.0967e+10
-3.1500e+00   -2.7658e-10   1.1389e+10
-3.2000e+00   -3.0775e-10   1.0398e+10
-3.2500e+00   -3.3148e-10   9.8045e+09
-3.3000e+00   -3.4055e-10   9.6902e+09
-3.3500e+00   -9.5670e-10   3.5016e+09
-3.4000e+00   -2.3117e-09   1.4708e+09
-3.4500e+00   -3.8643e-09   8.9279e+08
-3.5000e+00   -8.9914e-09   3.8926e+08
-3.5500e+00   -1.0680e-08   3.3240e+08
-3.6000e+00   -1.0369e-08   3.4720e+08
-3.6500e+00   -5.1881e-09   7.0353e+08
-3.7000e+00   -6.3456e-09   5.8308e+08
-3.7500e+00   -1.1439e-08   3.2783e+08
-3.8000e+00   -9.0562e-09   4.1960e+08
-3.8500e+00   -1.2381e-08   3.1097e+08
-3.9000e+00   -9.5892e-09   4.0671e+08
-3.9500e+00   -9.8958e-09   3.9916e+08
-4.0000e+00   -9.9848e-09   4.0061e+08
