  Measurement Number     Measurement type
               14982                DC IV

      Measurement ID             SeriesID
       740024.699494                    0

         MeasureMode                Bias1                Bias2
-1.1500e+00   9.6880e-11   -1.1870e+10
-1.1000e+00   1.1707e-10   -9.3961e+09
-1.0500e+00   1.1999e-10   -8.7507e+09
-1.0000e+00   1.3559e-10   -7.3752e+09
-9.5000e-01   1.4201e-10   -6.6897e+09
-9.0000e-01   1.4292e-10   -6.2972e+09
-8.5000e-01   2.1720e-10   -3.9134e+09
-8.0000e-01   1.5190e-10   -5.2666e+09
-7.5000e-01   1.5657e-10   -4.7902e+09
-7.0000e-01   1.5190e-10   -4.6083e+09
-6.5000e-01   2.1680e-10   -2.9982e+09
-6.0000e-01   1.6118e-10   -3.7225e+09
-5.5000e-01   1.5663e-10   -3.5115e+09
-5.0000e-01   1.8757e-10   -2.6657e+09
-4.5000e-01   1.5865e-10   -2.8364e+09
-4.0000e-01   1.8383e-10   -2.1759e+09
-3.5000e-01   1.1715e-10   -2.9876e+09
-3.0000e-01   1.4865e-10   -2.0182e+09
-2.5000e-01   1.6401e-10   -1.5243e+09
-2.0000e-01   1.5918e-10   -1.2564e+09
-1.5000e-01   1.5099e-10   -9.9344e+08
-1.0000e-01   1.6111e-10   -6.2069e+08
-5.0000e-02   1.5663e-10   -3.1922e+08
0.0000e+00   1.5852e-10   0.0000e+00
5.0000e-02   1.6156e-10   3.0948e+08
1.0000e-01   1.5416e-10   6.4868e+08
1.5000e-01   1.6286e-10   9.2104e+08
2.0000e-01   1.6215e-10   1.2334e+09
2.5000e-01   1.5830e-10   1.5793e+09
3.0000e-01   1.7297e-10   1.7344e+09
3.5000e-01   1.5952e-10   2.1941e+09
4.0000e-01   1.5882e-10   2.5186e+09
4.5000e-01   1.5545e-10   2.8948e+09
5.0000e-01   1.7300e-10   2.8902e+09
5.5000e-01   1.6694e-10   3.2946e+09
6.0000e-01   1.6050e-10   3.7383e+09
6.5000e-01   1.6934e-10   3.8384e+09
7.0000e-01   1.7000e-10   4.1176e+09
7.5000e-01   1.6267e-10   4.6106e+09
8.0000e-01   1.6551e-10   4.8335e+09
8.5000e-01   1.6433e-10   5.1725e+09
9.0000e-01   1.7171e-10   5.2414e+09
9.5000e-01   1.6655e-10   5.7040e+09
1.0000e+00   1.6508e-10   6.0577e+09
1.0500e+00   1.7771e-10   5.9085e+09
1.1000e+00   1.7254e-10   6.3753e+09
1.1500e+00   1.8296e-10   6.2855e+09
1.2000e+00   1.6966e-10   7.0730e+09
1.2500e+00   1.7170e-10   7.2801e+09
1.3000e+00   2.0860e-10   6.2320e+09
1.3500e+00   1.8289e-10   7.3815e+09
1.4000e+00   1.8846e-10   7.4286e+09
1.4500e+00   2.0000e-10   7.2500e+09
1.5000e+00   2.0147e-10   7.4453e+09
1.5500e+00   1.9259e-10   8.0482e+09
1.6000e+00   2.1505e-10   7.4401e+09
1.6500e+00   1.9642e-10   8.4004e+09
1.7000e+00   2.1370e-10   7.9551e+09
1.7500e+00   2.0428e-10   8.5667e+09
1.8000e+00   2.2801e-10   7.8944e+09
1.8500e+00   7.3529e-10   2.5160e+09
1.9000e+00   8.1210e-10   2.3396e+09
1.9500e+00   1.3024e-09   1.4972e+09
2.0000e+00   1.6114e-09   1.2412e+09
2.0500e+00   1.5262e-09   1.3432e+09
2.1000e+00   1.8084e-09   1.1612e+09
2.1500e+00   1.9943e-09   1.0781e+09
2.2000e+00   2.1868e-09   1.0060e+09
2.2500e+00   2.5396e-09   8.8597e+08
2.3000e+00   2.0748e-09   1.1085e+09
2.3500e+00   2.3621e-09   9.9488e+08
2.4000e+00   3.7605e-09   6.3821e+08
2.4500e+00   4.8733e-09   5.0274e+08
2.5000e+00   1.8732e-09   1.3346e+09
2.5500e+00   1.9271e-09   1.3232e+09
2.6000e+00   2.0580e-09   1.2634e+09
2.6500e+00   1.8591e-09   1.4254e+09
2.7000e+00   1.5548e-09   1.7366e+09
2.7500e+00   1.5964e-09   1.7226e+09
2.8000e+00   1.4929e-09   1.8755e+09
2.8500e+00   1.8570e-09   1.5347e+09
2.9000e+00   1.5418e-09   1.8809e+09
2.9500e+00   1.6122e-09   1.8298e+09
3.0000e+00   1.5882e-09   1.8889e+09
3.0500e+00   1.3517e-09   2.2564e+09
3.1000e+00   1.2441e-09   2.4918e+09
3.1500e+00   1.2738e-09   2.4729e+09
3.2000e+00   1.9976e-09   1.6019e+09
3.2500e+00   9.5970e-09   3.3865e+08
3.3000e+00   1.0133e-08   3.2568e+08
3.3500e+00   1.5309e-08   2.1883e+08
3.4000e+00   1.3405e-08   2.5364e+08
3.4500e+00   2.1371e-08   1.6143e+08
3.5000e+00   2.2700e-08   1.5419e+08
3.5500e+00   2.5023e-08   1.4187e+08
3.6000e+00   3.9119e-08   9.2027e+07
3.6500e+00   6.0305e-08   6.0526e+07
3.7000e+00   4.4816e-08   8.2561e+07
3.7500e+00   5.9060e-08   6.3495e+07
3.8000e+00   5.6910e-08   6.6772e+07
3.8500e+00   5.9179e-08   6.5057e+07
3.9000e+00   6.1357e-08   6.3563e+07
3.9500e+00   5.7823e-08   6.8312e+07
4.0000e+00   5.9593e-08   6.7122e+07
4.0500e+00   6.8337e-08   5.9265e+07
4.1000e+00   7.9468e-08   5.1593e+07
4.1500e+00   7.7100e-08   5.3826e+07
4.2000e+00   9.4367e-08   4.4507e+07
4.2500e+00   8.6483e-08   4.9143e+07
4.3000e+00   9.2206e-08   4.6635e+07
4.3500e+00   1.2236e-07   3.5551e+07
4.4000e+00   1.0176e-07   4.3239e+07
4.4500e+00   1.3928e-07   3.1950e+07
4.5000e+00   1.5526e-07   2.8984e+07
4.5500e+00   1.7670e-07   2.5750e+07
4.6000e+00   1.8642e-07   2.4675e+07
4.6500e+00   1.8698e-07   2.4869e+07
4.7000e+00   2.0622e-07   2.2791e+07
4.7500e+00   2.1610e-07   2.1981e+07
4.8000e+00   2.2228e-07   2.1594e+07
4.8500e+00   2.3102e-07   2.0994e+07
4.9000e+00   2.2244e-07   2.2028e+07
4.9500e+00   2.3868e-07   2.0739e+07
5.0000e+00   2.5354e-07   1.9721e+07
5.0000e+00   2.4652e-07   2.0282e+07
4.9500e+00   2.8592e-07   1.7313e+07
4.9000e+00   1.8732e-07   2.6158e+07
4.8500e+00   1.7122e-07   2.8326e+07
4.8000e+00   1.8594e-07   2.5815e+07
4.7500e+00   1.9036e-07   2.4953e+07
4.7000e+00   1.5084e-07   3.1159e+07
4.6500e+00   1.7614e-07   2.6399e+07
4.6000e+00   1.9130e-07   2.4046e+07
4.5500e+00   2.3514e-07   1.9350e+07
4.5000e+00   1.7918e-07   2.5114e+07
4.4500e+00   1.4780e-07   3.0108e+07
4.4000e+00   1.6070e-07   2.7380e+07
4.3500e+00   1.3464e-07   3.2308e+07
4.3000e+00   1.4084e-07   3.0531e+07
4.2500e+00   1.8378e-07   2.3125e+07
4.2000e+00   1.8200e-07   2.3077e+07
4.1500e+00   1.7196e-07   2.4134e+07
4.1000e+00   1.3834e-07   2.9637e+07
4.0500e+00   1.5274e-07   2.6516e+07
4.0000e+00   1.3824e-07   2.8935e+07
3.9500e+00   1.4348e-07   2.7530e+07
3.9000e+00   1.3688e-07   2.8492e+07
3.8500e+00   1.5348e-07   2.5085e+07
3.8000e+00   1.1902e-07   3.1927e+07
3.7500e+00   1.4466e-07   2.5923e+07
3.7000e+00   1.3402e-07   2.7608e+07
3.6500e+00   1.2266e-07   2.9757e+07
3.6000e+00   1.3224e-07   2.7223e+07
3.5500e+00   1.1650e-07   3.0472e+07
3.5000e+00   1.1606e-07   3.0157e+07
3.4500e+00   1.1474e-07   3.0068e+07
3.4000e+00   1.1250e-07   3.0222e+07
3.3500e+00   1.0738e-07   3.1198e+07
3.3000e+00   8.6505e-08   3.8148e+07
3.2500e+00   8.7447e-08   3.7165e+07
3.2000e+00   6.0426e-08   5.2957e+07
3.1500e+00   5.8124e-08   5.4194e+07
3.1000e+00   4.3971e-08   7.0500e+07
3.0500e+00   4.3040e-08   7.0864e+07
3.0000e+00   2.9004e-08   1.0343e+08
2.9500e+00   4.8530e-08   6.0787e+07
2.9000e+00   4.6589e-08   6.2246e+07
2.8500e+00   4.5028e-08   6.3294e+07
2.8000e+00   2.9529e-08   9.4823e+07
2.7500e+00   2.3381e-08   1.1762e+08
2.7000e+00   2.2664e-08   1.1913e+08
2.6500e+00   1.6599e-08   1.5965e+08
2.6000e+00   1.3848e-08   1.8775e+08
2.5500e+00   1.0575e-08   2.4113e+08
2.5000e+00   1.2583e-08   1.9868e+08
2.4500e+00   1.2492e-08   1.9613e+08
2.4000e+00   7.0946e-09   3.3829e+08
2.3500e+00   1.8118e-08   1.2970e+08
2.3000e+00   2.5679e-08   8.9567e+07
2.2500e+00   8.2776e-09   2.7182e+08
2.2000e+00   1.3845e-08   1.5890e+08
2.1500e+00   1.2265e-08   1.7530e+08
2.1000e+00   5.3003e-09   3.9620e+08
2.0500e+00   2.3450e-09   8.7420e+08
2.0000e+00   2.4025e-09   8.3247e+08
1.9500e+00   8.7530e-10   2.2278e+09
1.9000e+00   2.6446e-09   7.1845e+08
1.8500e+00   1.3178e-09   1.4039e+09
1.8000e+00   6.7401e-10   2.6706e+09
1.7500e+00   1.0060e-09   1.7396e+09
1.7000e+00   2.5654e-10   6.6266e+09
1.6500e+00   1.0372e-10   1.5908e+10
1.6000e+00   4.2720e-11   3.7453e+10
1.5500e+00   -1.0810e-11   -1.4339e+11
1.5000e+00   -2.8280e-11   -5.3041e+10
1.4500e+00   -5.1820e-11   -2.7981e+10
1.4000e+00   -1.0408e-10   -1.3451e+10
1.3500e+00   -9.5510e-11   -1.4135e+10
1.3000e+00   -9.4170e-11   -1.3805e+10
1.2500e+00   6.2250e-11   2.0080e+10
1.2000e+00   -5.3840e-11   -2.2288e+10
1.1500e+00   -8.4310e-11   -1.3640e+10
1.1000e+00   -5.6270e-11   -1.9549e+10
1.0500e+00   -7.5520e-11   -1.3904e+10
1.0000e+00   -1.0898e-10   -9.1760e+09
9.5000e-01   -1.2172e-10   -7.8048e+09
9.0000e-01   -1.1918e-10   -7.5516e+09
8.5000e-01   -1.1605e-10   -7.3244e+09
8.0000e-01   -1.2982e-10   -6.1624e+09
7.5000e-01   -1.2696e-10   -5.9074e+09
7.0000e-01   -1.2556e-10   -5.5750e+09
6.5000e-01   -1.2995e-10   -5.0019e+09
6.0000e-01   -1.4080e-10   -4.2614e+09
5.5000e-01   -1.3616e-10   -4.0394e+09
5.0000e-01   -1.3749e-10   -3.6366e+09
4.5000e-01   -1.3003e-10   -3.4607e+09
4.0000e-01   -1.3838e-10   -2.8906e+09
3.5000e-01   -1.3215e-10   -2.6485e+09
3.0000e-01   -1.4515e-10   -2.0668e+09
2.5000e-01   -1.3316e-10   -1.8774e+09
2.0000e-01   -1.3773e-10   -1.4521e+09
1.5000e-01   -1.5236e-10   -9.8451e+08
1.0000e-01   -1.4693e-10   -6.8060e+08
5.0000e-02   -1.4847e-10   -3.3677e+08
0.0000e+00   -1.5480e-10   -0.0000e+00
-5.0000e-02   -1.3823e-10   3.6172e+08
-1.0000e-01   -1.2606e-10   7.9327e+08
-1.5000e-01   -1.3929e-10   1.0769e+09
-2.0000e-01   -1.3583e-10   1.4724e+09
-2.5000e-01   -1.3418e-10   1.8632e+09
-3.0000e-01   -1.1211e-10   2.6759e+09
-3.5000e-01   -8.7170e-11   4.0151e+09
-4.0000e-01   -1.1341e-10   3.5270e+09
-4.5000e-01   -1.3241e-10   3.3985e+09
-5.0000e-01   -1.4575e-10   3.4305e+09
-5.5000e-01   -1.4283e-10   3.8507e+09
-6.0000e-01   -1.4290e-10   4.1987e+09
-6.5000e-01   -1.2956e-10   5.0170e+09
-7.0000e-01   -1.4912e-10   4.6942e+09
-7.5000e-01   -1.1039e-10   6.7941e+09
-8.0000e-01   -1.5254e-10   5.2445e+09
-8.5000e-01   -1.7457e-10   4.8691e+09
-9.0000e-01   -1.4996e-10   6.0016e+09
-9.5000e-01   -1.5871e-10   5.9858e+09
-1.0000e+00   -1.4832e-10   6.7422e+09
-1.0500e+00   -1.6078e-10   6.5307e+09
-1.1000e+00   -1.6039e-10   6.8583e+09
-1.1500e+00   -1.6316e-10   7.0483e+09
-1.2000e+00   -1.6898e-10   7.1014e+09
-1.2500e+00   -1.6338e-10   7.6509e+09
-1.3000e+00   -1.6225e-10   8.0123e+09
-1.3500e+00   -1.5812e-10   8.5378e+09
-1.4000e+00   -1.6072e-10   8.7108e+09
-1.4500e+00   -1.6680e-10   8.6930e+09
-1.5000e+00   -1.6341e-10   9.1794e+09
-1.5500e+00   -1.5951e-10   9.7173e+09
-1.6000e+00   -1.6551e-10   9.6671e+09
-1.6500e+00   -1.6451e-10   1.0030e+10
-1.7000e+00   -1.6787e-10   1.0127e+10
-1.7500e+00   -1.6384e-10   1.0681e+10
-1.8000e+00   -1.5915e-10   1.1310e+10
-1.8500e+00   -1.6136e-10   1.1465e+10
-1.9000e+00   -1.6417e-10   1.1573e+10
-1.9500e+00   -1.6837e-10   1.1582e+10
-2.0000e+00   -1.5784e-10   1.2671e+10
-2.0500e+00   -1.6260e-10   1.2608e+10
-2.1000e+00   -1.6442e-10   1.2772e+10
-2.1500e+00   -1.6929e-10   1.2700e+10
-2.2000e+00   -1.7980e-10   1.2236e+10
-2.2500e+00   -1.6277e-10   1.3823e+10
-2.3000e+00   -1.6910e-10   1.3601e+10
-2.3500e+00   -1.7944e-10   1.3096e+10
-2.4000e+00   -1.7276e-10   1.3892e+10
-2.4500e+00   -1.7453e-10   1.4038e+10
-2.5000e+00   -1.7331e-10   1.4425e+10
-2.5500e+00   -1.6851e-10   1.5133e+10
-2.6000e+00   -1.8493e-10   1.4059e+10
-2.6500e+00   -1.7115e-10   1.5483e+10
-2.7000e+00   -1.7979e-10   1.5018e+10
-2.7500e+00   -1.7840e-10   1.5415e+10
-2.8000e+00   -1.8554e-10   1.5091e+10
-2.8500e+00   -1.7495e-10   1.6290e+10
-2.9000e+00   -1.7854e-10   1.6243e+10
-2.9500e+00   -2.0707e-10   1.4246e+10
-3.0000e+00   -4.5978e-10   6.5249e+09
-3.0500e+00   -1.2525e-09   2.4351e+09
-3.1000e+00   -5.4552e-10   5.6827e+09
-3.1500e+00   -2.6159e-10   1.2042e+10
-3.2000e+00   -2.4213e-10   1.3216e+10
-3.2500e+00   -2.4195e-10   1.3433e+10
-3.3000e+00   -4.1461e-10   7.9593e+09
-3.3500e+00   -7.2587e-10   4.6152e+09
-3.4000e+00   -1.7048e-09   1.9944e+09
-3.4500e+00   -2.6776e-09   1.2885e+09
-3.5000e+00   -7.8958e-09   4.4327e+08
-3.5500e+00   -3.7701e-09   9.4162e+08
-3.6000e+00   -4.1615e-09   8.6507e+08
-3.6500e+00   -4.4936e-09   8.1227e+08
-3.7000e+00   -4.1871e-09   8.8367e+08
-3.7500e+00   -5.4354e-09   6.8992e+08
-3.8000e+00   -5.6660e-09   6.7067e+08
-3.8500e+00   -8.0068e-09   4.8084e+08
-3.9000e+00   -1.2770e-08   3.0540e+08
-3.9500e+00   -1.2868e-08   3.0697e+08
-4.0000e+00   -1.1143e-08   3.5896e+08
-4.0500e+00   -1.1507e-08   3.5195e+08
-4.1000e+00   -1.1150e-08   3.6771e+08
-4.1500e+00   -1.3696e-08   3.0301e+08
-4.2000e+00   -1.6394e-08   2.5619e+08
-4.2500e+00   -1.7725e-08   2.3977e+08
-4.3000e+00   -1.7805e-08   2.4151e+08
-4.3500e+00   -3.3212e-08   1.3098e+08
-4.4000e+00   -2.4337e-08   1.8079e+08
-4.4500e+00   -2.1360e-08   2.0834e+08
-4.5000e+00   -2.2107e-08   2.0355e+08
-4.5500e+00   -3.0190e-08   1.5071e+08
-4.6000e+00   -2.3293e-08   1.9749e+08
-4.6500e+00   -3.9474e-08   1.1780e+08
-4.7000e+00   -2.2787e-08   2.0626e+08
-4.7500e+00   -2.5449e-08   1.8665e+08
-4.8000e+00   -3.6110e-08   1.3293e+08
-4.8500e+00   -3.1106e-08   1.5592e+08
-4.9000e+00   -4.5161e-08   1.0850e+08
-4.9500e+00   -5.2569e-08   9.4162e+07
-5.0000e+00   -4.9500e-08   1.0101e+08
