  Measurement Number     Measurement type
               14968                DC IV

      Measurement ID             SeriesID
       740024.677679                    0

         MeasureMode                Bias1                Bias2
1.2000e+00   5.1224e-04   2.3427e+03
1.2500e+00   5.4656e-04   2.2870e+03
1.3000e+00   5.8134e-04   2.2362e+03
1.3500e+00   6.1626e-04   2.1906e+03
1.4000e+00   6.5166e-04   2.1484e+03
1.4500e+00   6.8572e-04   2.1146e+03
1.5000e+00   7.2018e-04   2.0828e+03
1.5500e+00   7.5528e-04   2.0522e+03
1.6000e+00   7.9032e-04   2.0245e+03
1.6500e+00   8.2582e-04   1.9980e+03
1.7000e+00   8.6108e-04   1.9743e+03
1.7500e+00   8.9572e-04   1.9537e+03
1.8000e+00   9.3334e-04   1.9286e+03
1.8500e+00   9.7144e-04   1.9044e+03
1.9000e+00   1.0065e-03   1.8877e+03
1.9500e+00   1.0549e-03   1.8486e+03
2.0000e+00   1.0997e-03   1.8186e+03
2.0000e+00   1.1001e-03   1.8180e+03
1.9500e+00   1.0627e-03   1.8349e+03
1.9000e+00   1.0285e-03   1.8474e+03
1.8500e+00   9.9198e-04   1.8650e+03
1.8000e+00   9.5522e-04   1.8844e+03
1.7500e+00   9.1994e-04   1.9023e+03
1.7000e+00   8.8314e-04   1.9249e+03
1.6500e+00   8.4712e-04   1.9478e+03
1.6000e+00   8.1092e-04   1.9731e+03
1.5500e+00   7.7480e-04   2.0005e+03
1.5000e+00   7.3864e-04   2.0308e+03
1.4500e+00   7.0274e-04   2.0634e+03
1.4000e+00   6.6664e-04   2.1001e+03
1.3500e+00   6.3106e-04   2.1393e+03
1.3000e+00   5.9552e-04   2.1830e+03
1.2500e+00   5.6010e-04   2.2317e+03
1.2000e+00   5.2474e-04   2.2868e+03
1.1500e+00   4.8960e-04   2.3489e+03
1.1000e+00   4.5476e-04   2.4189e+03
1.0500e+00   4.2012e-04   2.4993e+03
1.0000e+00   3.8578e-04   2.5922e+03
9.5000e-01   3.5162e-04   2.7018e+03
9.0000e-01   3.1770e-04   2.8329e+03
8.5000e-01   2.8422e-04   2.9906e+03
8.0000e-01   2.5096e-04   3.1878e+03
7.5000e-01   2.1810e-04   3.4388e+03
7.0000e-01   1.8586e-04   3.7663e+03
6.5000e-01   1.5436e-04   4.2109e+03
6.0000e-01   1.2368e-04   4.8512e+03
5.5000e-01   9.4494e-05   5.8205e+03
5.0000e-01   6.7126e-05   7.4487e+03
4.5000e-01   4.2772e-05   1.0521e+04
4.0000e-01   2.2890e-05   1.7475e+04
3.5000e-01   9.3489e-06   3.7438e+04
3.0000e-01   2.4445e-06   1.2272e+05
2.5000e-01   -4.2508e-07   -5.8812e+05
2.0000e-01   -1.9397e-06   -1.0311e+05
1.5000e-01   -3.1260e-06   -4.7985e+04
1.0000e-01   -4.2054e-06   -2.3779e+04
5.0000e-02   -5.2082e-06   -9.6002e+03
0.0000e+00   -6.1347e-06   -0.0000e+00
-5.0000e-02   -6.9892e-06   7.1539e+03
-1.0000e-01   -7.7772e-06   1.2858e+04
-1.5000e-01   -8.5080e-06   1.7630e+04
-2.0000e-01   -9.1835e-06   2.1778e+04
-2.5000e-01   -9.8090e-06   2.5487e+04
-3.0000e-01   -1.0390e-05   2.8874e+04
-3.5000e-01   -1.0930e-05   3.2021e+04
-4.0000e-01   -1.1426e-05   3.5008e+04
-4.5000e-01   -1.1892e-05   3.7841e+04
-5.0000e-01   -1.2328e-05   4.0558e+04
-5.5000e-01   -1.2734e-05   4.3191e+04
-6.0000e-01   -1.3114e-05   4.5753e+04
-6.5000e-01   -1.3468e-05   4.8263e+04
-7.0000e-01   -1.3798e-05   5.0732e+04
-7.5000e-01   -1.4106e-05   5.3169e+04
-8.0000e-01   -1.4396e-05   5.5571e+04
-8.5000e-01   -1.4664e-05   5.7965e+04
-9.0000e-01   -1.4922e-05   6.0314e+04
-9.5000e-01   -1.5158e-05   6.2673e+04
-1.0000e+00   -1.5382e-05   6.5011e+04
-1.0500e+00   -1.5592e-05   6.7342e+04
-1.1000e+00   -1.5788e-05   6.9673e+04
-1.1500e+00   -1.5974e-05   7.1992e+04
-1.2000e+00   -1.6152e-05   7.4294e+04
-1.2500e+00   -1.6316e-05   7.6612e+04
-1.3000e+00   -1.6470e-05   7.8931e+04
-1.3500e+00   -1.6618e-05   8.1237e+04
-1.4000e+00   -1.6756e-05   8.3552e+04
-1.4500e+00   -1.6886e-05   8.5870e+04
-1.5000e+00   -1.7010e-05   8.8183e+04
-1.5500e+00   -1.7128e-05   9.0495e+04
-1.6000e+00   -1.7240e-05   9.2807e+04
-1.6500e+00   -1.7344e-05   9.5134e+04
-1.7000e+00   -1.7446e-05   9.7444e+04
-1.7500e+00   -1.7544e-05   9.9749e+04
-1.8000e+00   -1.7632e-05   1.0209e+05
-1.8500e+00   -1.7720e-05   1.0440e+05
-1.9000e+00   -1.7800e-05   1.0674e+05
-1.9500e+00   -1.7882e-05   1.0905e+05
-2.0000e+00   -1.7958e-05   1.1137e+05
