  Measurement Number     Measurement type
               14979                DC IV

      Measurement ID             SeriesID
       740024.697669                    0

         MeasureMode                Bias1                Bias2
1.2500e+00   2.2707e-10   5.5049e+09
1.3000e+00   2.1973e-10   5.9164e+09
1.3500e+00   2.2079e-10   6.1144e+09
1.4000e+00   2.2083e-10   6.3397e+09
1.4500e+00   2.0513e-10   7.0687e+09
1.5000e+00   2.3434e-10   6.4010e+09
1.5500e+00   2.0483e-10   7.5673e+09
1.6000e+00   2.3458e-10   6.8207e+09
1.6500e+00   2.2829e-10   7.2276e+09
1.7000e+00   2.2081e-10   7.6989e+09
1.7500e+00   2.2066e-10   7.9308e+09
1.8000e+00   2.2962e-10   7.8390e+09
1.8500e+00   2.5587e-10   7.2302e+09
1.9000e+00   2.2804e-10   8.3319e+09
1.9500e+00   2.0851e-10   9.3521e+09
2.0000e+00   2.5160e-10   7.9491e+09
2.0000e+00   2.4087e-10   8.3032e+09
1.9500e+00   -1.0424e-10   -1.8707e+10
1.9000e+00   -1.7707e-10   -1.0730e+10
1.8500e+00   -2.0265e-10   -9.1290e+09
1.8000e+00   -1.7600e-10   -1.0227e+10
1.7500e+00   -1.5724e-10   -1.1129e+10
1.7000e+00   -2.5759e-10   -6.5996e+09
1.6500e+00   -2.0230e-10   -8.1562e+09
1.6000e+00   -1.8862e-10   -8.4827e+09
1.5500e+00   -2.1392e-10   -7.2457e+09
1.5000e+00   -2.1301e-10   -7.0419e+09
1.4500e+00   -2.0648e-10   -7.0225e+09
1.4000e+00   -2.3038e-10   -6.0769e+09
1.3500e+00   -1.9383e-10   -6.9649e+09
1.3000e+00   -2.0804e-10   -6.2488e+09
1.2500e+00   -2.2067e-10   -5.6646e+09
1.2000e+00   -2.1206e-10   -5.6588e+09
1.1500e+00   -2.1381e-10   -5.3786e+09
1.1000e+00   -1.8780e-10   -5.8573e+09
1.0500e+00   -2.1403e-10   -4.9059e+09
1.0000e+00   -2.0688e-10   -4.8337e+09
9.5000e-01   -2.2970e-10   -4.1358e+09
9.0000e-01   -1.9591e-10   -4.5939e+09
8.5000e-01   -1.9619e-10   -4.3325e+09
8.0000e-01   -2.0082e-10   -3.9837e+09
7.5000e-01   -1.9614e-10   -3.8238e+09
7.0000e-01   -1.8694e-10   -3.7445e+09
6.5000e-01   -2.3566e-10   -2.7582e+09
6.0000e-01   -2.0362e-10   -2.9467e+09
5.5000e-01   -2.3710e-10   -2.3197e+09
5.0000e-01   -2.0384e-10   -2.4529e+09
4.5000e-01   -1.8367e-10   -2.4500e+09
4.0000e-01   -2.2373e-10   -1.7879e+09
3.5000e-01   -2.0813e-10   -1.6816e+09
3.0000e-01   -2.1070e-10   -1.4238e+09
2.5000e-01   -2.1051e-10   -1.1876e+09
2.0000e-01   -2.2291e-10   -8.9722e+08
1.5000e-01   -2.1888e-10   -6.8531e+08
1.0000e-01   -2.1610e-10   -4.6275e+08
5.0000e-02   -2.2679e-10   -2.2047e+08
0.0000e+00   -2.2686e-10   -0.0000e+00
-5.0000e-02   -2.2151e-10   2.2572e+08
-1.0000e-01   -2.0855e-10   4.7950e+08
-1.5000e-01   -2.0941e-10   7.1630e+08
-2.0000e-01   -1.9164e-10   1.0436e+09
-2.5000e-01   -2.2294e-10   1.1214e+09
-3.0000e-01   -2.3267e-10   1.2894e+09
-3.5000e-01   -2.3770e-10   1.4724e+09
-4.0000e-01   -2.2936e-10   1.7440e+09
-4.5000e-01   -2.3688e-10   1.8997e+09
-5.0000e-01   -2.1406e-10   2.3358e+09
-5.5000e-01   -1.9020e-10   2.8917e+09
-6.0000e-01   -2.3900e-10   2.5105e+09
-6.5000e-01   -1.7241e-10   3.7701e+09
-7.0000e-01   -2.2228e-10   3.1492e+09
-7.5000e-01   -2.0350e-10   3.6855e+09
-8.0000e-01   -1.9631e-10   4.0752e+09
-8.5000e-01   -1.5680e-10   5.4209e+09
-9.0000e-01   -1.7606e-10   5.1119e+09
-9.5000e-01   -1.7419e-10   5.4538e+09
-1.0000e+00   -2.2574e-10   4.4299e+09
-1.0500e+00   -2.1476e-10   4.8892e+09
-1.1000e+00   -2.3132e-10   4.7553e+09
-1.1500e+00   -2.2045e-10   5.2166e+09
-1.2000e+00   -2.1449e-10   5.5947e+09
-1.2500e+00   -2.2184e-10   5.6347e+09
-1.3000e+00   -2.4488e-10   5.3087e+09
-1.3500e+00   -2.5292e-10   5.3377e+09
-1.4000e+00   -2.3486e-10   5.9610e+09
-1.4500e+00   -2.2530e-10   6.4359e+09
-1.5000e+00   -2.4254e-10   6.1845e+09
-1.5500e+00   -2.4191e-10   6.4073e+09
-1.6000e+00   -2.5550e-10   6.2622e+09
-1.6500e+00   -2.4976e-10   6.6063e+09
-1.7000e+00   -2.3367e-10   7.2752e+09
-1.7500e+00   -2.3247e-10   7.5279e+09
-1.8000e+00   -2.5928e-10   6.9423e+09
-1.8500e+00   -2.4707e-10   7.4878e+09
-1.9000e+00   -2.4636e-10   7.7123e+09
-1.9500e+00   -2.4001e-10   8.1247e+09
-2.0000e+00   -2.3215e-10   8.6151e+09
