  Measurement Number     Measurement type
               14964                DC IV

      Measurement ID             SeriesID
       740024.664342                    0

         MeasureMode                Bias1                Bias2
1.2500e+00   7.0400e-11   1.7756e+10
1.3000e+00   7.4530e-11   1.7443e+10
1.3500e+00   7.9230e-11   1.7039e+10
1.4000e+00   8.6190e-11   1.6243e+10
1.4500e+00   9.7270e-11   1.4907e+10
1.5000e+00   1.0161e-10   1.4762e+10
1.5500e+00   1.1351e-10   1.3655e+10
1.6000e+00   1.8092e-10   8.8437e+09
1.6500e+00   1.4331e-10   1.1514e+10
1.7000e+00   1.8921e-10   8.9847e+09
1.7500e+00   1.6625e-10   1.0526e+10
1.8000e+00   1.8780e-10   9.5847e+09
1.8500e+00   1.0015e-01   1.8472e+01
1.9000e+00   9.9980e-02   1.9004e+01
1.9500e+00   9.9998e-02   1.9500e+01
2.0000e+00   9.9994e-02   2.0001e+01
2.0000e+00   9.9998e-02   2.0000e+01
1.9500e+00   1.0001e-01   1.9499e+01
1.9000e+00   1.0000e-01   1.9000e+01
1.8500e+00   9.9998e-02   1.8500e+01
1.8000e+00   1.0001e-01   1.7999e+01
1.7500e+00   9.9984e-02   1.7503e+01
1.7000e+00   9.8566e-02   1.7247e+01
1.6500e+00   9.5120e-02   1.7347e+01
1.6000e+00   9.8392e-02   1.6261e+01
1.5500e+00   9.2446e-02   1.6767e+01
1.5000e+00   8.8052e-02   1.7035e+01
1.4500e+00   8.3112e-02   1.7446e+01
1.4000e+00   7.8344e-02   1.7870e+01
1.3500e+00   7.3644e-02   1.8331e+01
1.3000e+00   7.1004e-02   1.8309e+01
1.2500e+00   6.9540e-02   1.7975e+01
1.2000e+00   6.6796e-02   1.7965e+01
1.1500e+00   5.7602e-02   1.9965e+01
1.1000e+00   5.3228e-02   2.0666e+01
1.0500e+00   5.3542e-02   1.9611e+01
1.0000e+00   4.8946e-02   2.0431e+01
9.5000e-01   4.4970e-02   2.1125e+01
9.0000e-01   3.6548e-02   2.4625e+01
8.5000e-01   3.9800e-02   2.1357e+01
8.0000e-01   3.6166e-02   2.2120e+01
7.5000e-01   3.4042e-02   2.2032e+01
7.0000e-01   1.7248e-02   4.0584e+01
6.5000e-01   1.8038e-02   3.6035e+01
6.0000e-01   1.8716e-02   3.2058e+01
5.5000e-01   2.3444e-05   2.3460e+04
5.0000e-01   1.9310e-05   2.5893e+04
4.5000e-01   1.7272e-05   2.6054e+04
4.0000e-01   1.5066e-05   2.6550e+04
3.5000e-01   1.2848e-05   2.7242e+04
3.0000e-01   1.0534e-05   2.8479e+04
2.5000e-01   8.8980e-06   2.8096e+04
2.0000e-01   7.4989e-06   2.6671e+04
1.5000e-01   5.2682e-06   2.8473e+04
1.0000e-01   3.4041e-06   2.9376e+04
5.0000e-02   2.0088e-06   2.4890e+04
0.0000e+00   -1.3980e-09   -0.0000e+00
-5.0000e-02   -2.8016e-06   1.7847e+04
-1.0000e-01   -5.2632e-06   1.9000e+04
-1.5000e-01   -7.3079e-06   2.0526e+04
-2.0000e-01   -9.5320e-06   2.0982e+04
-2.5000e-01   -1.5050e-05   1.6611e+04
-3.0000e-01   -1.7452e-05   1.7190e+04
-3.5000e-01   -1.9744e-05   1.7727e+04
-4.0000e-01   -2.3530e-05   1.7000e+04
-4.5000e-01   -3.9578e-06   1.1370e+05
-5.0000e-01   -4.0492e-06   1.2348e+05
-5.5000e-01   -4.3160e-06   1.2743e+05
-6.0000e-01   -4.9927e-06   1.2018e+05
-6.5000e-01   -5.3689e-06   1.2107e+05
-7.0000e-01   -5.9203e-06   1.1824e+05
-7.5000e-01   -7.5422e-06   9.9440e+04
-8.0000e-01   -7.6417e-06   1.0469e+05
-8.5000e-01   -7.8740e-06   1.0795e+05
-9.0000e-01   -7.4099e-06   1.2146e+05
-9.5000e-01   -7.8701e-06   1.2071e+05
-1.0000e+00   -8.9286e-06   1.1200e+05
-1.0500e+00   -9.8764e-06   1.0631e+05
-1.1000e+00   -1.0817e-05   1.0169e+05
-1.1500e+00   -1.1196e-05   1.0271e+05
-1.2000e+00   -3.5084e-02   3.4204e+01
-1.2500e+00   -4.7802e-02   2.6150e+01
-1.3000e+00   -5.3012e-02   2.4523e+01
-1.3500e+00   -6.0426e-02   2.2341e+01
-1.4000e+00   -5.0238e-02   2.7867e+01
-1.4500e+00   -6.0074e-02   2.4137e+01
-1.5000e+00   -6.7886e-02   2.2096e+01
-1.5500e+00   -6.9028e-02   2.2455e+01
-1.6000e+00   -7.3416e-02   2.1794e+01
-1.6500e+00   -7.9652e-02   2.0715e+01
-1.7000e+00   -8.3480e-02   2.0364e+01
-1.7500e+00   -8.5882e-02   2.0377e+01
-1.8000e+00   -8.9978e-02   2.0005e+01
-1.8500e+00   -9.6834e-02   1.9105e+01
-1.9000e+00   -9.9992e-02   1.9002e+01
-1.9500e+00   -1.0000e-01   1.9500e+01
-2.0000e+00   -9.8892e-02   2.0224e+01
