  Measurement Number     Measurement type
               14970                DC IV

      Measurement ID             SeriesID
       740024.680655                    0

         MeasureMode                Bias1                Bias2
-1.2000e+00   -1.6460e-05   7.2904e+04
-1.1500e+00   -1.6280e-05   7.0639e+04
-1.1000e+00   -1.6088e-05   6.8374e+04
-1.0500e+00   -1.5882e-05   6.6113e+04
-1.0000e+00   -1.5666e-05   6.3833e+04
-9.5000e-01   -1.5434e-05   6.1552e+04
-9.0000e-01   -1.5188e-05   5.9257e+04
-8.5000e-01   -1.4926e-05   5.6948e+04
-8.0000e-01   -1.4646e-05   5.4622e+04
-7.5000e-01   -1.4350e-05   5.2265e+04
-7.0000e-01   -1.4030e-05   4.9893e+04
-6.5000e-01   -1.3688e-05   4.7487e+04
-6.0000e-01   -1.3326e-05   4.5025e+04
-5.5000e-01   -1.2934e-05   4.2524e+04
-5.0000e-01   -1.2520e-05   3.9936e+04
-4.5000e-01   -1.2074e-05   3.7270e+04
-4.0000e-01   -1.1594e-05   3.4501e+04
-3.5000e-01   -1.1082e-05   3.1583e+04
-3.0000e-01   -1.0528e-05   2.8495e+04
-2.5000e-01   -9.9384e-06   2.5155e+04
-2.0000e-01   -9.2966e-06   2.1513e+04
-1.5000e-01   -8.6063e-06   1.7429e+04
-1.0000e-01   -7.8626e-06   1.2718e+04
-5.0000e-02   -7.0578e-06   7.0844e+03
0.0000e+00   -6.1871e-06   -0.0000e+00
5.0000e-02   -5.2444e-06   -9.5340e+03
1.0000e-01   -4.2270e-06   -2.3657e+04
1.5000e-01   -3.1310e-06   -4.7908e+04
2.0000e-01   -1.9252e-06   -1.0389e+05
2.5000e-01   -3.8626e-07   -6.4723e+05
3.0000e-01   2.5478e-06   1.1775e+05
3.5000e-01   9.6527e-06   3.6259e+04
4.0000e-01   2.3530e-05   1.7000e+04
4.5000e-01   4.3978e-05   1.0232e+04
5.0000e-01   6.8880e-05   7.2590e+03
5.5000e-01   9.6996e-05   5.6703e+03
6.0000e-01   1.2670e-04   4.7356e+03
6.5000e-01   1.5834e-04   4.1051e+03
7.0000e-01   1.9062e-04   3.6722e+03
7.5000e-01   2.2376e-04   3.3518e+03
8.0000e-01   2.5754e-04   3.1063e+03
8.5000e-01   2.9158e-04   2.9152e+03
9.0000e-01   3.2584e-04   2.7621e+03
9.5000e-01   3.6068e-04   2.6339e+03
1.0000e+00   3.9586e-04   2.5261e+03
1.0500e+00   4.3064e-04   2.4382e+03
1.1000e+00   4.6666e-04   2.3572e+03
1.1500e+00   5.0234e-04   2.2893e+03
1.2000e+00   5.3890e-04   2.2268e+03
1.2500e+00   5.7558e-04   2.1717e+03
1.3000e+00   6.1240e-04   2.1228e+03
1.3500e+00   6.4910e-04   2.0798e+03
1.4000e+00   6.8436e-04   2.0457e+03
1.4500e+00   7.2308e-04   2.0053e+03
1.5000e+00   7.5964e-04   1.9746e+03
1.5500e+00   7.9764e-04   1.9432e+03
1.6000e+00   8.3432e-04   1.9177e+03
1.6500e+00   8.7334e-04   1.8893e+03
1.7000e+00   9.0910e-04   1.8700e+03
1.7500e+00   9.4520e-04   1.8515e+03
1.8000e+00   9.7966e-04   1.8374e+03
1.8500e+00   1.0183e-03   1.8167e+03
1.9000e+00   1.0538e-03   1.8030e+03
1.9500e+00   1.0885e-03   1.7915e+03
2.0000e+00   1.1303e-03   1.7694e+03
2.0500e+00   1.1420e-03   1.7951e+03
2.1000e+00   1.1878e-03   1.7680e+03
2.1500e+00   1.2264e-03   1.7531e+03
2.2000e+00   1.2706e-03   1.7315e+03
2.2500e+00   1.3086e-03   1.7194e+03
2.3000e+00   1.3480e-03   1.7062e+03
2.3500e+00   1.4072e-03   1.6700e+03
2.4000e+00   1.4404e-03   1.6662e+03
2.4500e+00   1.4810e-03   1.6543e+03
2.5000e+00   1.5208e-03   1.6439e+03
2.5500e+00   1.5006e-03   1.6993e+03
2.6000e+00   1.5670e-03   1.6592e+03
2.6500e+00   1.6160e-03   1.6399e+03
2.7000e+00   1.6694e-03   1.6173e+03
2.7500e+00   1.6988e-03   1.6188e+03
2.8000e+00   1.7520e-03   1.5982e+03
2.8500e+00   1.8086e-03   1.5758e+03
2.9000e+00   1.8430e-03   1.5735e+03
2.9500e+00   1.9264e-03   1.5314e+03
3.0000e+00   1.9802e-03   1.5150e+03
3.0500e+00   2.0276e-03   1.5042e+03
3.1000e+00   2.0668e-03   1.4999e+03
3.1500e+00   2.1128e-03   1.4909e+03
3.2000e+00   2.1608e-03   1.4809e+03
3.2500e+00   2.2132e-03   1.4685e+03
3.3000e+00   2.2736e-03   1.4514e+03
3.3500e+00   2.3182e-03   1.4451e+03
3.4000e+00   2.3582e-03   1.4418e+03
3.4500e+00   2.4014e-03   1.4367e+03
3.5000e+00   2.4452e-03   1.4314e+03
3.5500e+00   2.4858e-03   1.4281e+03
3.6000e+00   2.5354e-03   1.4199e+03
3.6500e+00   2.5854e-03   1.4118e+03
3.7000e+00   2.6256e-03   1.4092e+03
3.7500e+00   2.6698e-03   1.4046e+03
3.8000e+00   2.7204e-03   1.3969e+03
3.8500e+00   2.7728e-03   1.3885e+03
3.9000e+00   2.8454e-03   1.3706e+03
3.9500e+00   2.9426e-03   1.3424e+03
4.0000e+00   3.0004e-03   1.3332e+03
4.0000e+00   3.0066e-03   1.3304e+03
3.9500e+00   2.9690e-03   1.3304e+03
3.9000e+00   2.9272e-03   1.3323e+03
3.8500e+00   2.8854e-03   1.3343e+03
3.8000e+00   2.8416e-03   1.3373e+03
3.7500e+00   2.7986e-03   1.3400e+03
3.7000e+00   2.7554e-03   1.3428e+03
3.6500e+00   2.7122e-03   1.3458e+03
3.6000e+00   2.6690e-03   1.3488e+03
3.5500e+00   2.6256e-03   1.3521e+03
3.5000e+00   2.5822e-03   1.3554e+03
3.4500e+00   2.5388e-03   1.3589e+03
3.4000e+00   2.4956e-03   1.3624e+03
3.3500e+00   2.4522e-03   1.3661e+03
3.3000e+00   2.4086e-03   1.3701e+03
3.2500e+00   2.3654e-03   1.3740e+03
3.2000e+00   2.3220e-03   1.3781e+03
3.1500e+00   2.2786e-03   1.3824e+03
3.1000e+00   2.2350e-03   1.3870e+03
3.0500e+00   2.1920e-03   1.3914e+03
3.0000e+00   2.1484e-03   1.3964e+03
2.9500e+00   2.1048e-03   1.4016e+03
2.9000e+00   2.0616e-03   1.4067e+03
2.8500e+00   2.0182e-03   1.4121e+03
2.8000e+00   1.9752e-03   1.4176e+03
2.7500e+00   1.9318e-03   1.4235e+03
2.7000e+00   1.8882e-03   1.4299e+03
2.6500e+00   1.8450e-03   1.4363e+03
2.6000e+00   1.8018e-03   1.4430e+03
2.5500e+00   1.7584e-03   1.4502e+03
2.5000e+00   1.7152e-03   1.4576e+03
2.4500e+00   1.6720e-03   1.4653e+03
2.4000e+00   1.6288e-03   1.4735e+03
2.3500e+00   1.5854e-03   1.4823e+03
2.3000e+00   1.5420e-03   1.4916e+03
2.2500e+00   1.4988e-03   1.5012e+03
2.2000e+00   1.4556e-03   1.5114e+03
2.1500e+00   1.4126e-03   1.5220e+03
2.1000e+00   1.3692e-03   1.5337e+03
2.0500e+00   1.3266e-03   1.5453e+03
2.0000e+00   1.2834e-03   1.5584e+03
1.9500e+00   1.2406e-03   1.5718e+03
1.9000e+00   1.1978e-03   1.5862e+03
1.8500e+00   1.1550e-03   1.6017e+03
1.8000e+00   1.1124e-03   1.6181e+03
1.7500e+00   1.0696e-03   1.6361e+03
1.7000e+00   1.0268e-03   1.6556e+03
1.6500e+00   9.8428e-04   1.6764e+03
1.6000e+00   9.4174e-04   1.6990e+03
1.5500e+00   8.9932e-04   1.7235e+03
1.5000e+00   8.5714e-04   1.7500e+03
1.4500e+00   8.1498e-04   1.7792e+03
1.4000e+00   7.7288e-04   1.8114e+03
1.3500e+00   7.3090e-04   1.8470e+03
1.3000e+00   6.8908e-04   1.8866e+03
1.2500e+00   6.4758e-04   1.9303e+03
1.2000e+00   6.0628e-04   1.9793e+03
1.1500e+00   5.6504e-04   2.0353e+03
1.1000e+00   5.2424e-04   2.0983e+03
1.0500e+00   4.8364e-04   2.1710e+03
1.0000e+00   4.4346e-04   2.2550e+03
9.5000e-01   4.0360e-04   2.3538e+03
9.0000e-01   3.6414e-04   2.4716e+03
8.5000e-01   3.2520e-04   2.6138e+03
8.0000e-01   2.8666e-04   2.7908e+03
7.5000e-01   2.4862e-04   3.0167e+03
7.0000e-01   2.1130e-04   3.3128e+03
6.5000e-01   1.7472e-04   3.7202e+03
6.0000e-01   1.3934e-04   4.3060e+03
5.5000e-01   1.0556e-04   5.2103e+03
5.0000e-01   7.4236e-05   6.7353e+03
4.5000e-01   4.6538e-05   9.6695e+03
4.0000e-01   2.4258e-05   1.6489e+04
3.5000e-01   9.6046e-06   3.6441e+04
3.0000e-01   2.4372e-06   1.2309e+05
2.5000e-01   -4.5046e-07   -5.5499e+05
2.0000e-01   -1.9746e-06   -1.0129e+05
1.5000e-01   -3.1814e-06   -4.7149e+04
1.0000e-01   -4.2785e-06   -2.3373e+04
5.0000e-02   -5.2966e-06   -9.4400e+03
0.0000e+00   -6.2379e-06   -0.0000e+00
-5.0000e-02   -7.1077e-06   7.0346e+03
-1.0000e-01   -7.9113e-06   1.2640e+04
-1.5000e-01   -8.6536e-06   1.7334e+04
-2.0000e-01   -9.3408e-06   2.1411e+04
-2.5000e-01   -9.9782e-06   2.5055e+04
-3.0000e-01   -1.0571e-05   2.8380e+04
-3.5000e-01   -1.1121e-05   3.1472e+04
-4.0000e-01   -1.1624e-05   3.4412e+04
-4.5000e-01   -1.2098e-05   3.7196e+04
-5.0000e-01   -1.2548e-05   3.9847e+04
-5.5000e-01   -1.2960e-05   4.2438e+04
-6.0000e-01   -1.3350e-05   4.4944e+04
-6.5000e-01   -1.3710e-05   4.7411e+04
-7.0000e-01   -1.4048e-05   4.9829e+04
-7.5000e-01   -1.4364e-05   5.2214e+04
-8.0000e-01   -1.4662e-05   5.4563e+04
-8.5000e-01   -1.4938e-05   5.6902e+04
-9.0000e-01   -1.5198e-05   5.9218e+04
-9.5000e-01   -1.5442e-05   6.1521e+04
-1.0000e+00   -1.5670e-05   6.3816e+04
-1.0500e+00   -1.5888e-05   6.6088e+04
-1.1000e+00   -1.6088e-05   6.8374e+04
-1.1500e+00   -1.6282e-05   7.0630e+04
-1.2000e+00   -1.6458e-05   7.2913e+04
-1.2500e+00   -1.6628e-05   7.5174e+04
-1.3000e+00   -1.6788e-05   7.7436e+04
-1.3500e+00   -1.6938e-05   7.9702e+04
-1.4000e+00   -1.7080e-05   8.1967e+04
-1.4500e+00   -1.7216e-05   8.4224e+04
-1.5000e+00   -1.7340e-05   8.6505e+04
-1.5500e+00   -1.7462e-05   8.8764e+04
-1.6000e+00   -1.7576e-05   9.1033e+04
-1.6500e+00   -1.7686e-05   9.3294e+04
-1.7000e+00   -1.7790e-05   9.5559e+04
-1.7500e+00   -1.7886e-05   9.7842e+04
-1.8000e+00   -1.7980e-05   1.0011e+05
-1.8500e+00   -1.8070e-05   1.0238e+05
-1.9000e+00   -1.8154e-05   1.0466e+05
-1.9500e+00   -1.8234e-05   1.0694e+05
-2.0000e+00   -1.8310e-05   1.0923e+05
-2.0500e+00   -1.8384e-05   1.1151e+05
-2.1000e+00   -1.8454e-05   1.1380e+05
-2.1500e+00   -1.8526e-05   1.1605e+05
-2.2000e+00   -1.8586e-05   1.1837e+05
-2.2500e+00   -1.8650e-05   1.2064e+05
-2.3000e+00   -1.8710e-05   1.2293e+05
-2.3500e+00   -1.8768e-05   1.2521e+05
-2.4000e+00   -1.8818e-05   1.2754e+05
-2.4500e+00   -1.8874e-05   1.2981e+05
-2.5000e+00   -1.8924e-05   1.3211e+05
-2.5500e+00   -1.8974e-05   1.3439e+05
-2.6000e+00   -1.9018e-05   1.3671e+05
-2.6500e+00   -1.9064e-05   1.3901e+05
-2.7000e+00   -1.9108e-05   1.4130e+05
-2.7500e+00   -1.9152e-05   1.4359e+05
-2.8000e+00   -1.9190e-05   1.4591e+05
-2.8500e+00   -1.9226e-05   1.4824e+05
-2.9000e+00   -1.9264e-05   1.5054e+05
-2.9500e+00   -1.9302e-05   1.5283e+05
-3.0000e+00   -1.9338e-05   1.5513e+05
-3.0500e+00   -1.9370e-05   1.5746e+05
-3.1000e+00   -1.9404e-05   1.5976e+05
-3.1500e+00   -1.9436e-05   1.6207e+05
-3.2000e+00   -1.9468e-05   1.6437e+05
-3.2500e+00   -1.9496e-05   1.6670e+05
-3.3000e+00   -1.9528e-05   1.6899e+05
-3.3500e+00   -1.9554e-05   1.7132e+05
-3.4000e+00   -1.9582e-05   1.7363e+05
-3.4500e+00   -1.9610e-05   1.7593e+05
-3.5000e+00   -1.9634e-05   1.7826e+05
-3.5500e+00   -1.9662e-05   1.8055e+05
-3.6000e+00   -1.9684e-05   1.8289e+05
-3.6500e+00   -1.9708e-05   1.8520e+05
-3.7000e+00   -1.9732e-05   1.8751e+05
-3.7500e+00   -1.9754e-05   1.8983e+05
-3.8000e+00   -1.9776e-05   1.9215e+05
-3.8500e+00   -1.9798e-05   1.9446e+05
-3.9000e+00   -1.9816e-05   1.9681e+05
-3.9500e+00   -1.9840e-05   1.9909e+05
-4.0000e+00   -1.9858e-05   2.0143e+05
