  Measurement Number     Measurement type
               14975                DC IV

      Measurement ID             SeriesID
       740024.690893                    0

         MeasureMode                Bias1                Bias2
1.2500e+00   1.5792e-05   7.9154e+04
1.3000e+00   1.6048e-05   8.1007e+04
1.3500e+00   1.6290e-05   8.2873e+04
1.4000e+00   1.6520e-05   8.4746e+04
1.4500e+00   1.6734e-05   8.6650e+04
1.5000e+00   1.6936e-05   8.8569e+04
1.5500e+00   1.7126e-05   9.0506e+04
1.6000e+00   1.7308e-05   9.2443e+04
1.6500e+00   1.7480e-05   9.4394e+04
1.7000e+00   1.7640e-05   9.6372e+04
1.7500e+00   1.7790e-05   9.8370e+04
1.8000e+00   1.7934e-05   1.0037e+05
1.8500e+00   1.8072e-05   1.0237e+05
1.9000e+00   1.8202e-05   1.0438e+05
1.9500e+00   1.8326e-05   1.0641e+05
2.0000e+00   1.8444e-05   1.0844e+05
2.0000e+00   1.8442e-05   1.0845e+05
1.9500e+00   1.8324e-05   1.0642e+05
1.9000e+00   1.8198e-05   1.0441e+05
1.8500e+00   1.8066e-05   1.0240e+05
1.8000e+00   1.7926e-05   1.0041e+05
1.7500e+00   1.7784e-05   9.8403e+04
1.7000e+00   1.7628e-05   9.6437e+04
1.6500e+00   1.7464e-05   9.4480e+04
1.6000e+00   1.7296e-05   9.2507e+04
1.5500e+00   1.7110e-05   9.0590e+04
1.5000e+00   1.6920e-05   8.8652e+04
1.4500e+00   1.6714e-05   8.6754e+04
1.4000e+00   1.6498e-05   8.4859e+04
1.3500e+00   1.6272e-05   8.2965e+04
1.3000e+00   1.6026e-05   8.1118e+04
1.2500e+00   1.5768e-05   7.9274e+04
1.2000e+00   1.5494e-05   7.7449e+04
1.1500e+00   1.5202e-05   7.5648e+04
1.1000e+00   1.4892e-05   7.3865e+04
1.0500e+00   1.4564e-05   7.2096e+04
1.0000e+00   1.4210e-05   7.0373e+04
9.5000e-01   1.3838e-05   6.8652e+04
9.0000e-01   1.3440e-05   6.6964e+04
8.5000e-01   1.3016e-05   6.5304e+04
8.0000e-01   1.2562e-05   6.3684e+04
7.5000e-01   1.2080e-05   6.2086e+04
7.0000e-01   1.1566e-05   6.0522e+04
6.5000e-01   1.1016e-05   5.9005e+04
6.0000e-01   1.0430e-05   5.7526e+04
5.5000e-01   9.8048e-06   5.6095e+04
5.0000e-01   9.1370e-06   5.4723e+04
4.5000e-01   8.4268e-06   5.3401e+04
4.0000e-01   7.6672e-06   5.2170e+04
3.5000e-01   6.8596e-06   5.1023e+04
3.0000e-01   6.0029e-06   4.9976e+04
2.5000e-01   5.0984e-06   4.9035e+04
2.0000e-01   4.1508e-06   4.8183e+04
1.5000e-01   3.1701e-06   4.7317e+04
1.0000e-01   2.1507e-06   4.6496e+04
5.0000e-02   1.0493e-06   4.7651e+04
0.0000e+00   -1.8442e-07   -0.0000e+00
-5.0000e-02   -1.4292e-06   3.4985e+04
-1.0000e-01   -2.5508e-06   3.9203e+04
-1.5000e-01   -3.5780e-06   4.1923e+04
-2.0000e-01   -4.5550e-06   4.3908e+04
-2.5000e-01   -5.4884e-06   4.5551e+04
-3.0000e-01   -6.3774e-06   4.7041e+04
-3.5000e-01   -7.2152e-06   4.8509e+04
-4.0000e-01   -8.0033e-06   4.9979e+04
-4.5000e-01   -8.7418e-06   5.1477e+04
-5.0000e-01   -9.4339e-06   5.3000e+04
-5.5000e-01   -1.0083e-05   5.4547e+04
-6.0000e-01   -1.0689e-05   5.6130e+04
-6.5000e-01   -1.1256e-05   5.7745e+04
-7.0000e-01   -1.1772e-05   5.9463e+04
-7.5000e-01   -1.2266e-05   6.1145e+04
-8.0000e-01   -1.2732e-05   6.2834e+04
-8.5000e-01   -1.3168e-05   6.4550e+04
-9.0000e-01   -1.3574e-05   6.6303e+04
-9.5000e-01   -1.3950e-05   6.8100e+04
-1.0000e+00   -1.4308e-05   6.9891e+04
-1.0500e+00   -1.4640e-05   7.1721e+04
-1.1000e+00   -1.4954e-05   7.3559e+04
-1.1500e+00   -1.5242e-05   7.5449e+04
-1.2000e+00   -1.5516e-05   7.7340e+04
-1.2500e+00   -1.5776e-05   7.9234e+04
-1.3000e+00   -1.6014e-05   8.1179e+04
-1.3500e+00   -1.6242e-05   8.3118e+04
-1.4000e+00   -1.6454e-05   8.5086e+04
-1.4500e+00   -1.6656e-05   8.7056e+04
-1.5000e+00   -1.6838e-05   8.9084e+04
-1.5500e+00   -1.7016e-05   9.1091e+04
-1.6000e+00   -1.7184e-05   9.3110e+04
-1.6500e+00   -1.7342e-05   9.5145e+04
-1.7000e+00   -1.7486e-05   9.7221e+04
-1.7500e+00   -1.7626e-05   9.9285e+04
-1.8000e+00   -1.7762e-05   1.0134e+05
-1.8500e+00   -1.7884e-05   1.0344e+05
-1.9000e+00   -1.8002e-05   1.0554e+05
-1.9500e+00   -1.8114e-05   1.0765e+05
-2.0000e+00   -1.8220e-05   1.0977e+05
