  Measurement Number     Measurement type
               14980                DC IV

      Measurement ID             SeriesID
       740024.698256                    0

         MeasureMode                Bias1                Bias2
1.2500e+00   1.0056e-10   1.2430e+10
1.3000e+00   7.9680e-11   1.6315e+10
1.3500e+00   8.9240e-11   1.5128e+10
1.4000e+00   8.9080e-11   1.5716e+10
1.4500e+00   8.7220e-11   1.6625e+10
1.5000e+00   1.0609e-10   1.4139e+10
1.5500e+00   9.5410e-11   1.6246e+10
1.6000e+00   1.0175e-10   1.5725e+10
1.6500e+00   8.6180e-11   1.9146e+10
1.7000e+00   1.0185e-10   1.6691e+10
1.7500e+00   4.3250e-11   4.0462e+10
1.8000e+00   6.2390e-11   2.8851e+10
1.8500e+00   9.6660e-11   1.9139e+10
1.9000e+00   3.7540e-11   5.0613e+10
1.9500e+00   1.4405e-10   1.3537e+10
2.0000e+00   -8.0650e-11   -2.4799e+10
2.0000e+00   7.9750e-11   2.5078e+10
1.9500e+00   1.4245e-10   1.3689e+10
1.9000e+00   -9.2870e-11   -2.0459e+10
1.8500e+00   -4.8370e-11   -3.8247e+10
1.8000e+00   -1.2559e-10   -1.4332e+10
1.7500e+00   -1.0784e-10   -1.6228e+10
1.7000e+00   -3.6860e-11   -4.6120e+10
1.6500e+00   -7.0600e-11   -2.3371e+10
1.6000e+00   -9.5500e-11   -1.6754e+10
1.5500e+00   -4.5900e-11   -3.3769e+10
1.5000e+00   7.7350e-11   1.9392e+10
1.4500e+00   -6.6230e-11   -2.1893e+10
1.4000e+00   -7.4090e-11   -1.8896e+10
1.3500e+00   -1.0650e-10   -1.2676e+10
1.3000e+00   -8.9650e-11   -1.4501e+10
1.2500e+00   -7.1450e-11   -1.7495e+10
1.2000e+00   -3.8990e-11   -3.0777e+10
1.1500e+00   -1.5307e-10   -7.5129e+09
1.1000e+00   -3.4200e-11   -3.2164e+10
1.0500e+00   -7.8870e-11   -1.3313e+10
1.0000e+00   -8.0130e-11   -1.2480e+10
9.5000e-01   -9.2940e-11   -1.0222e+10
9.0000e-01   -8.6070e-11   -1.0457e+10
8.5000e-01   -1.0657e-10   -7.9760e+09
8.0000e-01   -9.2760e-11   -8.6244e+09
7.5000e-01   -1.3098e-10   -5.7261e+09
7.0000e-01   -7.4980e-11   -9.3358e+09
6.5000e-01   -8.6850e-11   -7.4842e+09
6.0000e-01   -9.2270e-11   -6.5027e+09
5.5000e-01   -9.4560e-11   -5.8164e+09
5.0000e-01   -8.7250e-11   -5.7307e+09
4.5000e-01   1.6630e-11   2.7060e+10
4.0000e-01   -9.6100e-11   -4.1623e+09
3.5000e-01   -8.5820e-11   -4.0783e+09
3.0000e-01   -8.5330e-11   -3.5158e+09
2.5000e-01   -9.4430e-11   -2.6475e+09
2.0000e-01   -4.0763e-10   -4.9064e+08
1.5000e-01   -6.2900e-11   -2.3847e+09
1.0000e-01   -7.5780e-11   -1.3196e+09
5.0000e-02   -1.0347e-10   -4.8323e+08
0.0000e+00   -9.5920e-11   -0.0000e+00
-5.0000e-02   -9.9920e-11   5.0040e+08
-1.0000e-01   -9.5260e-11   1.0498e+09
-1.5000e-01   -9.7760e-11   1.5344e+09
-2.0000e-01   -9.7620e-11   2.0488e+09
-2.5000e-01   -7.5980e-11   3.2903e+09
-3.0000e-01   -1.1596e-10   2.5871e+09
-3.5000e-01   -1.0430e-10   3.3557e+09
-4.0000e-01   -6.7640e-11   5.9137e+09
-4.5000e-01   -9.7740e-11   4.6041e+09
-5.0000e-01   -9.6170e-11   5.1991e+09
-5.5000e-01   -1.5281e-10   3.5992e+09
-6.0000e-01   -5.3060e-11   1.1308e+10
-6.5000e-01   -9.5080e-11   6.8363e+09
-7.0000e-01   -9.7120e-11   7.2076e+09
-7.5000e-01   -1.8787e-10   3.9921e+09
-8.0000e-01   -1.0130e-10   7.8973e+09
-8.5000e-01   -1.0635e-10   7.9925e+09
-9.0000e-01   -1.0772e-10   8.3550e+09
-9.5000e-01   -1.0268e-10   9.2520e+09
-1.0000e+00   -1.2658e-10   7.9001e+09
-1.0500e+00   -1.0806e-10   9.7168e+09
-1.1000e+00   -1.1020e-10   9.9819e+09
-1.1500e+00   -1.0265e-10   1.1203e+10
-1.2000e+00   -1.1749e-10   1.0214e+10
-1.2500e+00   -7.2500e-11   1.7241e+10
-1.3000e+00   -1.0920e-10   1.1905e+10
-1.3500e+00   -1.2578e-10   1.0733e+10
-1.4000e+00   -1.1420e-10   1.2259e+10
-1.4500e+00   -1.0762e-10   1.3473e+10
-1.5000e+00   -1.1187e-10   1.3408e+10
-1.5500e+00   -1.1716e-10   1.3230e+10
-1.6000e+00   -1.1541e-10   1.3864e+10
-1.6500e+00   -1.1697e-10   1.4106e+10
-1.7000e+00   -1.2954e-10   1.3123e+10
-1.7500e+00   -1.1439e-10   1.5299e+10
-1.8000e+00   -1.2382e-10   1.4537e+10
-1.8500e+00   -1.2060e-10   1.5340e+10
-1.9000e+00   -1.2176e-10   1.5604e+10
-1.9500e+00   -1.2487e-10   1.5616e+10
-2.0000e+00   -1.1611e-10   1.7225e+10
